symbol,date,act_log_ret,model_h2,mean_log_ret,vol_log_ret,accuracy_model_h2
GOOG,6/1/2015,-0.011,-0.003,0.028,-0.001,0.608
GOOG,6/2/2015,0.013,0.014,0.028,-0.001,0.804
GOOG,6/3/2015,0.001,-0.002,0.028,0,0.402
GOOG,6/4/2015,-0.006,-0.003,0.028,0,0.701
GOOG,6/5/2015,0.002,0.015,0.028,-0.001,0.85
GOOG,6/8/2015,-0.013,0.012,0.028,-0.001,0.425
GOOG,6/9/2015,-0.023,-0.015,0.028,-0.001,0.713
GOOG,6/10/2015,-0.007,-0.018,0.028,-0.001,0.856
GOOG,6/11/2015,-0.004,-0.01,0.028,-0.001,0.928
GOOG,6/12/2015,-0.002,-0.003,0.028,-0.001,0.964
GOOG,6/15/2015,0.001,0.006,0.028,-0.001,0.982
GOOG,6/16/2015,0.003,0.017,0.028,-0.001,0.991
GOOG,6/17/2015,-0.014,0.002,0.028,-0.001,0.496
GOOG,6/18/2015,0.004,0.004,0.028,-0.001,0.748
GOOG,6/19/2015,0.008,0.009,0.028,-0.001,0.874
GOOG,6/22/2015,0.021,0.022,0.028,-0.001,0.937
GOOG,6/23/2015,0.023,0.019,0.027,-0.001,0.968
GOOG,6/24/2015,0.016,0.017,0.027,-0.001,0.984
GOOG,6/25/2015,-0.003,-0.002,0.027,-0.001,0.992
GOOG,6/26/2015,-0.009,0,0.027,-0.001,0.996
GOOG,6/29/2015,-0.031,-0.013,0.027,-0.002,0.998
GOOG,6/30/2015,-0.038,-0.018,0.027,-0.002,0.999
GOOG,7/1/2015,-0.03,-0.044,0.027,-0.002,1
GOOG,7/2/2015,-0.022,-0.036,0.027,-0.002,1
GOOG,7/6/2015,-0.017,-0.029,0.027,-0.002,1
GOOG,7/7/2015,0.007,-0.023,0.027,-0.002,0.5
GOOG,7/8/2015,-0.007,-0.013,0.027,-0.002,0.75
GOOG,7/9/2015,-0.002,-0.02,0.027,-0.002,0.875
GOOG,7/10/2015,0.013,-0.022,0.027,-0.002,0.437
GOOG,7/13/2015,0.044,0.009,0.027,-0.002,0.719
GOOG,7/14/2015,0.066,0.024,0.028,-0.002,0.859
GOOG,7/15/2015,0.081,0.043,0.028,-0.001,0.93
GOOG,7/16/2015,0.108,0.054,0.029,-0.001,0.965
GOOG,7/17/2015,0.239,0.228,0.033,0,0.982
GOOG,7/20/2015,0.193,0.037,0.035,0.001,0.991
GOOG,7/21/2015,0.166,0.015,0.036,0.001,0.996
GOOG,7/22/2015,0.167,0.017,0.038,0.002,0.998
GOOG,7/23/2015,0.105,-0.002,0.038,0.002,0.499
GOOG,7/24/2015,-0.076,-0.039,0.039,0.002,0.749
GOOG,7/27/2015,-0.055,-0.023,0.039,0.002,0.875
GOOG,7/28/2015,-0.053,-0.027,0.039,0.002,0.937
GOOG,7/29/2015,-0.047,-0.031,0.039,0.002,0.969
GOOG,7/30/2015,-0.018,-0.016,0.039,0.002,0.984
GOOG,7/31/2015,0.003,-0.008,0.039,0.002,0.492
GOOG,8/3/2015,0.006,0.021,0.039,0.002,0.746
GOOG,8/4/2015,0.002,0.027,0.039,0.002,0.873
GOOG,8/5/2015,0.019,0.008,0.039,0.002,0.937
GOOG,8/6/2015,0.016,0.007,0.039,0.002,0.968
GOOG,8/7/2015,0.015,0.026,0.039,0.002,0.984
GOOG,8/10/2015,0.004,0.026,0.039,0.002,0.992
GOOG,8/11/2015,0.049,0.075,0.039,0.003,0.996
GOOG,8/12/2015,0.024,0.009,0.039,0.003,0.998
GOOG,8/13/2015,0.021,0.001,0.039,0.003,0.999
GOOG,8/14/2015,0.034,0.009,0.039,0.003,1
GOOG,8/17/2015,0.042,-0.011,0.039,0.003,0.5
GOOG,8/18/2015,-0.007,-0.005,0.039,0.003,0.75
GOOG,8/19/2015,0.002,-0.002,0.039,0.002,0.375
GOOG,8/20/2015,-0.015,0.035,0.039,0.002,0.187
GOOG,8/21/2015,-0.07,-0.022,0.039,0.002,0.594
GOOG,8/24/2015,-0.114,-0.038,0.04,0.002,0.797
GOOG,8/25/2015,-0.12,-0.035,0.041,0.001,0.898
GOOG,8/26/2015,-0.05,-0.016,0.041,0.001,0.949
GOOG,8/27/2015,-0.014,-0.013,0.041,0.001,0.975
GOOG,8/28/2015,0.029,0.002,0.041,0.001,0.987
GOOG,8/31/2015,0.047,0.084,0.041,0.002,0.994
GOOG,9/1/2015,0.027,-0.073,0.041,0.002,0.497
GOOG,9/2/2015,-0.023,-0.043,0.041,0.001,0.748
GOOG,9/3/2015,-0.05,-0.028,0.041,0.001,0.874
GOOG,9/4/2015,-0.048,-0.033,0.041,0.001,0.937
GOOG,9/8/2015,-0.006,0.003,0.041,0.001,0.469
GOOG,9/9/2015,0.025,-0.008,0.041,0.001,0.234
GOOG,9/10/2015,0.011,0.003,0.041,0.001,0.617
GOOG,9/11/2015,0.032,0.012,0.041,0.001,0.809
GOOG,9/14/2015,0.037,0.048,0.041,0.001,0.904
GOOG,9/15/2015,0.033,0.063,0.041,0.002,0.952
GOOG,9/16/2015,0.037,0.05,0.041,0.002,0.976
GOOG,9/17/2015,0.034,0.043,0.041,0.002,0.988
GOOG,9/18/2015,0.006,0.007,0.041,0.002,0.994
GOOG,9/21/2015,0.019,0.016,0.041,0.002,0.997
GOOG,9/22/2015,-0.02,0.002,0.041,0.002,0.499
GOOG,9/23/2015,-0.022,-0.036,0.041,0.002,0.749
GOOG,9/24/2015,-0.027,-0.046,0.041,0.002,0.875
GOOG,9/25/2015,-0.028,-0.027,0.041,0.001,0.937
GOOG,9/28/2015,-0.066,-0.029,0.041,0.001,0.969
GOOG,9/29/2015,-0.046,-0.021,0.041,0.001,0.984
GOOG,9/30/2015,-0.023,-0.009,0.042,0.001,0.992
GOOG,10/1/2015,-0.023,-0.009,0.042,0.001,0.996
GOOG,10/2/2015,0.024,-0.013,0.042,0.001,0.498
GOOG,10/5/2015,0.075,-0.01,0.042,0.002,0.249
GOOG,10/6/2015,0.081,0.043,0.042,0.002,0.625
GOOG,10/7/2015,0.054,0.054,0.042,0.002,0.812
GOOG,10/8/2015,0.045,0.045,0.042,0.003,0.906
GOOG,10/9/2015,0.026,0.049,0.042,0.003,0.953
GOOG,10/12/2015,0.008,0.032,0.042,0.003,0.977
GOOG,10/13/2015,0.011,0,0.041,0.004,0.988
GOOG,10/14/2015,0.014,-0.01,0.041,0.004,0.494
GOOG,10/15/2015,0.035,0.008,0.041,0.004,0.747
GOOG,10/16/2015,0.028,-0.015,0.041,0.004,0.374
GOOG,10/19/2015,0.03,-0.032,0.041,0.005,0.187
GOOG,10/20/2015,-0.003,-0.029,0.041,0.005,0.593
GOOG,10/21/2015,-0.013,0.013,0.041,0.004,0.297
GOOG,10/22/2015,-0.015,0.003,0.041,0.004,0.148
GOOG,10/23/2015,0.058,0.019,0.041,0.004,0.574
GOOG,10/26/2015,0.068,0.026,0.041,0.004,0.787
GOOG,10/27/2015,0.086,0.048,0.041,0.005,0.894
GOOG,10/28/2015,0.104,0.038,0.042,0.005,0.947
GOOG,10/29/2015,0.095,0.025,0.042,0.005,0.973
GOOG,10/30/2015,0.012,-0.062,0.042,0.005,0.487
GOOG,11/2/2015,0.012,-0.005,0.042,0.005,0.243
GOOG,11/3/2015,0.019,-0.003,0.042,0.005,0.122
GOOG,11/4/2015,0.021,-0.021,0.042,0.005,0.061
GOOG,11/5/2015,0.02,-0.003,0.042,0.006,0.03
GOOG,11/6/2015,0.032,0.007,0.042,0.006,0.515
GOOG,11/9/2015,0.005,0.002,0.042,0.006,0.758
GOOG,11/10/2015,0.008,0.005,0.042,0.006,0.879
GOOG,11/11/2015,0.01,-0.005,0.042,0.006,0.439
GOOG,11/12/2015,0,-0.001,0.042,0.006,0.47
GOOG,11/13/2015,-0.023,0.029,0.042,0.006,0.235
GOOG,11/16/2015,0.006,0.047,0.042,0.006,0.617
GOOG,11/17/2015,-0.004,0.054,0.042,0.006,0.309
GOOG,11/18/2015,0.006,0.057,0.042,0.006,0.654
GOOG,11/19/2015,0.01,0.032,0.042,0.006,0.827
GOOG,11/20/2015,0.054,0.055,0.042,0.006,0.914
GOOG,11/23/2015,0.036,0.047,0.042,0.006,0.957
GOOG,11/24/2015,0.031,0.055,0.042,0.007,0.978
GOOG,11/25/2015,0.011,0.03,0.042,0.007,0.989
GOOG,11/27/2015,0.016,0.034,0.042,0.007,0.995
GOOG,11/30/2015,-0.019,-0.001,0.042,0.007,0.997
GOOG,12/1/2015,0.015,0.041,0.042,0.007,0.999
GOOG,12/2/2015,0.019,0.049,0.042,0.007,0.999
GOOG,12/3/2015,0.006,0.052,0.042,0.007,1
GOOG,12/4/2015,0.022,0.061,0.042,0.007,1
GOOG,12/7/2015,0.027,0.066,0.042,0.007,1
GOOG,12/8/2015,-0.006,0.031,0.042,0.007,0.5
GOOG,12/9/2015,-0.014,-0.03,0.042,0.007,0.75
GOOG,12/10/2015,-0.004,-0.025,0.042,0.007,0.875
GOOG,12/11/2015,-0.037,-0.062,0.042,0.007,0.937
GOOG,12/14/2015,-0.02,-0.071,0.042,0.008,0.969
GOOG,12/15/2015,-0.025,-0.052,0.042,0.008,0.984
GOOG,12/16/2015,0.009,0.001,0.042,0.008,0.992
GOOG,12/17/2015,0,-0.007,0.042,0.008,0.746
GOOG,12/18/2015,0.001,0.037,0.042,0.008,0.873
GOOG,12/21/2015,0,0.041,0.041,0.007,0.687
GOOG,12/22/2015,0.009,0.035,0.041,0.007,0.843
GOOG,12/23/2015,-0.01,0.031,0.041,0.007,0.422
GOOG,12/24/2015,-0.001,0.015,0.041,0.007,0.211
GOOG,12/28/2015,0.031,0.045,0.041,0.007,0.605
GOOG,12/29/2015,0.038,0.041,0.041,0.007,0.803
GOOG,12/30/2015,0.028,0.025,0.041,0.007,0.901
GOOG,12/31/2015,0.011,0.03,0.041,0.008,0.951
GOOG,1/4/2016,-0.009,-0.058,0.041,0.008,0.975
GOOG,1/5/2016,-0.026,-0.054,0.041,0.008,0.988
GOOG,1/6/2016,-0.043,-0.062,0.041,0.008,0.994
GOOG,1/7/2016,-0.06,-0.046,0.041,0.008,0.997
GOOG,1/8/2016,-0.06,-0.056,0.041,0.008,0.998
GOOG,1/11/2016,-0.035,-0.015,0.041,0.008,0.999
GOOG,1/12/2016,-0.022,-0.021,0.041,0.008,1
GOOG,1/13/2016,-0.06,-0.007,0.041,0.007,1
GOOG,1/14/2016,-0.016,0.008,0.041,0.007,0.5
GOOG,1/15/2016,-0.028,0.028,0.041,0.007,0.25
GOOG,1/19/2016,-0.02,0.05,0.041,0.007,0.125
GOOG,1/20/2016,-0.039,0.035,0.041,0.006,0.062
GOOG,1/21/2016,0.009,0.056,0.041,0.006,0.531
GOOG,1/22/2016,0.015,0.069,0.041,0.006,0.766
GOOG,1/25/2016,0.024,0.062,0.041,0.006,0.883
GOOG,1/26/2016,0.016,0.048,0.041,0.006,0.941
GOOG,1/27/2016,0.002,0.067,0.041,0.006,0.971
GOOG,1/28/2016,0.034,0.05,0.041,0.006,0.985
GOOG,1/29/2016,0.024,0.01,0.041,0.007,0.993
GOOG,2/1/2016,0.055,0.006,0.041,0.007,0.996
GOOG,2/2/2016,0.07,0.007,0.041,0.007,0.998
GOOG,2/3/2016,0.038,0.026,0.041,0.007,0.999
GOOG,2/4/2016,-0.032,-0.009,0.041,0.007,1
GOOG,2/5/2016,-0.083,-0.028,0.042,0.006,1
GOOG,2/8/2016,-0.097,-0.046,0.042,0.006,1
GOOG,2/9/2016,-0.12,-0.073,0.043,0.005,1
GOOG,2/10/2016,-0.061,-0.025,0.043,0.005,1
GOOG,2/11/2016,-0.036,-0.017,0.043,0.005,1
GOOG,2/12/2016,-0.002,-0.007,0.043,0.005,1
GOOG,2/16/2016,0.012,-0.002,0.043,0.005,0.5
GOOG,2/17/2016,0.044,0.016,0.043,0.005,0.75
GOOG,2/18/2016,0.019,0.032,0.043,0.005,0.875
GOOG,2/19/2016,0.026,0.059,0.043,0.005,0.937
GOOG,2/22/2016,0.035,0.05,0.043,0.005,0.969
GOOG,2/23/2016,0.007,0.029,0.043,0.005,0.984
GOOG,2/24/2016,-0.013,0.027,0.043,0.005,0.492
GOOG,2/25/2016,0.012,0.014,0.043,0.005,0.746
GOOG,2/26/2016,0.006,-0.008,0.043,0.005,0.373
GOOG,2/29/2016,-0.012,-0.004,0.043,0.005,0.687
GOOG,3/1/2016,0.032,0.081,0.043,0.004,0.843
GOOG,3/2/2016,0.027,0.091,0.043,0.004,0.922
GOOG,3/3/2016,0.009,0.074,0.043,0.004,0.961
GOOG,3/4/2016,0.008,0.046,0.043,0.004,0.98
GOOG,3/7/2016,-0.004,0.061,0.043,0.005,0.49
GOOG,3/8/2016,-0.035,0.047,0.043,0.005,0.245
GOOG,3/9/2016,-0.019,0.037,0.043,0.005,0.123
GOOG,3/10/2016,0.001,0.029,0.042,0.005,0.561
GOOG,3/11/2016,0.022,0.017,0.042,0.005,0.781
GOOG,3/14/2016,0.05,0.039,0.042,0.005,0.89
GOOG,3/15/2016,0.048,0.052,0.043,0.005,0.945
GOOG,3/16/2016,0.043,0.03,0.043,0.005,0.973
GOOG,3/17/2016,0.034,0.005,0.043,0.006,0.986
GOOG,3/18/2016,0.015,-0.019,0.043,0.006,0.493
GOOG,3/21/2016,0.016,-0.027,0.043,0.005,0.247
GOOG,3/22/2016,0.017,-0.005,0.043,0.006,0.123
GOOG,3/23/2016,0.003,-0.018,0.043,0.006,0.062
GOOG,3/24/2016,-0.003,-0.012,0.043,0.006,0.531
GOOG,3/28/2016,-0.006,-0.013,0.043,0.006,0.765
GOOG,3/29/2016,0.004,-0.023,0.042,0.006,0.383
GOOG,3/30/2016,0.013,-0.026,0.042,0.006,0.191
GOOG,3/31/2016,0.009,-0.023,0.042,0.006,0.096
GOOG,4/1/2016,0.02,-0.018,0.042,0.006,0.048
GOOG,4/4/2016,0.016,-0.001,0.042,0.007,0.024
GOOG,4/5/2016,-0.009,0.032,0.042,0.007,0.012
GOOG,4/6/2016,-0.006,-0.006,0.042,0.007,0.506
GOOG,4/7/2016,-0.006,-0.027,0.042,0.006,0.753
GOOG,4/8/2016,-0.014,0.031,0.042,0.006,0.376
GOOG,4/11/2016,-0.012,0.015,0.042,0.006,0.188
GOOG,4/12/2016,0.007,0.046,0.042,0.007,0.594
GOOG,4/13/2016,0.008,0.032,0.042,0.007,0.797
GOOG,4/14/2016,0.017,0.037,0.042,0.007,0.899
GOOG,4/15/2016,0.027,0.093,0.042,0.007,0.949
GOOG,4/18/2016,0.041,0.042,0.042,0.007,0.975
GOOG,4/19/2016,0.014,0.036,0.042,0.007,0.987
GOOG,4/20/2016,0.001,-0.001,0.042,0.007,0.494
GOOG,4/21/2016,0.008,-0.024,0.042,0.007,0.247
GOOG,4/22/2016,-0.054,-0.042,0.042,0.006,0.623
GOOG,4/25/2016,-0.058,-0.046,0.042,0.006,0.812
GOOG,4/26/2016,-0.063,-0.027,0.043,0.006,0.906
GOOG,4/27/2016,-0.064,-0.027,0.043,0.005,0.953
GOOG,4/28/2016,-0.094,-0.059,0.043,0.005,0.976
GOOG,4/29/2016,-0.036,0.003,0.043,0.005,0.488
GOOG_L,1/2/2015,-0.014,-0.014,0.027,-0.001,0.747
GOOG_L,1/5/2015,-0.042,-0.013,0.027,-0.001,0.874
GOOG_L,1/6/2015,-0.059,-0.027,0.028,-0.001,0.937
GOOG_L,1/7/2015,-0.058,-0.015,0.028,-0.002,0.968
GOOG_L,1/8/2015,-0.046,-0.03,0.028,-0.002,0.984
GOOG_L,1/9/2015,-0.056,-0.037,0.028,-0.002,0.992
GOOG_L,1/12/2015,-0.044,-0.02,0.028,-0.002,0.996
GOOG_L,1/13/2015,-0.01,-0.01,0.028,-0.002,0.998
GOOG_L,1/14/2015,0.002,-0.008,0.028,-0.003,0.499
GOOG_L,1/15/2015,-0.006,0.003,0.028,-0.003,0.25
GOOG_L,1/16/2015,0.019,0.012,0.028,-0.003,0.625
GOOG_L,1/20/2015,0.026,0.012,0.028,-0.003,0.812
GOOG_L,1/21/2015,0.036,0.012,0.028,-0.003,0.906
GOOG_L,1/22/2015,0.06,0.01,0.028,-0.002,0.953
GOOG_L,1/23/2015,0.073,0.027,0.029,-0.002,0.977
GOOG_L,1/26/2015,0.05,0.013,0.029,-0.001,0.988
GOOG_L,1/27/2015,0.022,0.029,0.029,-0.001,0.994
GOOG_L,1/28/2015,-0.015,0.029,0.029,-0.001,0.497
GOOG_L,1/29/2015,-0.046,0.009,0.029,-0.001,0.249
GOOG_L,1/30/2015,-0.008,0.016,0.029,-0.002,0.124
GOOG_L,2/2/2015,-0.008,-0.024,0.029,-0.002,0.562
GOOG_L,2/3/2015,0.023,-0.009,0.029,-0.002,0.281
GOOG_L,2/4/2015,0.026,-0.005,0.029,-0.002,0.141
GOOG_L,2/5/2015,0.032,-0.008,0.029,-0.002,0.07
GOOG_L,2/6/2015,-0.007,0.003,0.029,-0.002,0.035
GOOG_L,2/9/2015,-0.006,-0.018,0.028,-0.002,0.518
GOOG_L,2/10/2015,0.013,0.008,0.028,-0.002,0.759
GOOG_L,2/11/2015,0.022,0.008,0.028,-0.002,0.879
GOOG_L,2/12/2015,0.03,0.007,0.028,-0.002,0.94
GOOG_L,2/13/2015,0.032,-0.001,0.028,-0.002,0.47
GOOG_L,2/17/2015,0.029,0.005,0.028,-0.002,0.735
GOOG_L,2/18/2015,0.005,0.001,0.028,-0.002,0.867
GOOG_L,2/19/2015,0.016,-0.008,0.028,-0.002,0.434
GOOG_L,2/20/2015,-0.008,0,0.028,-0.002,0.717
GOOG_L,2/23/2015,-0.03,-0.005,0.028,-0.002,0.858
GOOG_L,2/24/2015,-0.012,-0.01,0.028,-0.002,0.929
GOOG_L,2/25/2015,0.009,-0.012,0.028,-0.002,0.465
GOOG_L,2/26/2015,0.023,-0.017,0.028,-0.002,0.232
GOOG_L,2/27/2015,0.038,-0.013,0.029,-0.002,0.116
GOOG_L,3/2/2015,0.072,0.001,0.029,-0.002,0.558
GOOG_L,3/3/2015,0.072,0.005,0.029,-0.001,0.779
GOOG_L,3/4/2015,0.055,0.017,0.029,-0.001,0.89
GOOG_L,3/5/2015,0.039,0.009,0.03,-0.001,0.945
GOOG_L,3/6/2015,0.018,0.004,0.03,-0.001,0.972
GOOG_L,3/9/2015,-0.002,-0.004,0.03,-0.001,0.986
GOOG_L,3/10/2015,-0.033,0.005,0.03,-0.001,0.493
GOOG_L,3/11/2015,-0.04,-0.006,0.03,-0.001,0.747
GOOG_L,3/12/2015,-0.035,-0.008,0.03,-0.001,0.873
GOOG_L,3/13/2015,-0.035,-0.012,0.03,-0.001,0.937
GOOG_L,3/16/2015,-0.022,-0.018,0.03,-0.001,0.968
GOOG_L,3/17/2015,-0.004,-0.004,0.03,-0.001,0.984
GOOG_L,3/18/2015,0.019,-0.003,0.03,-0.001,0.492
GOOG_L,3/19/2015,0.004,-0.005,0.03,-0.001,0.246
GOOG_L,3/20/2015,0.021,0,0.03,-0.001,0.123
GOOG_L,3/23/2015,0.007,-0.001,0.03,-0.001,0.062
GOOG_L,3/24/2015,0.035,0.002,0.03,-0.001,0.531
GOOG_L,3/25/2015,0.001,0.005,0.029,0,0.765
GOOG_L,3/26/2015,0,0.004,0.029,0,0.633
GOOG_L,3/27/2015,-0.013,0.008,0.029,0,0.316
GOOG_L,3/30/2015,-0.008,0.017,0.029,0,0.158
GOOG_L,3/31/2015,-0.04,0.013,0.029,0,0.079
GOOG_L,4/1/2015,-0.031,-0.011,0.029,0,0.54
GOOG_L,4/2/2015,-0.04,-0.016,0.029,0,0.77
GOOG_L,4/6/2015,-0.025,-0.023,0.029,0,0.885
GOOG_L,4/7/2015,-0.029,-0.029,0.029,0,0.942
GOOG_L,4/8/2015,-0.011,-0.013,0.029,0,0.971
GOOG_L,4/9/2015,-0.003,-0.004,0.029,0,0.986
GOOG_L,4/10/2015,0.013,-0.002,0.029,0,0.493
GOOG_L,4/13/2015,0.009,0.003,0.029,0,0.746
GOOG_L,4/14/2015,-0.009,0.009,0.029,0,0.373
GOOG_L,4/15/2015,-0.014,-0.005,0.029,0,0.687
GOOG_L,4/16/2015,-0.008,-0.007,0.029,0,0.843
GOOG_L,4/17/2015,-0.029,-0.012,0.029,0,0.922
GOOG_L,4/20/2015,-0.008,-0.001,0.029,0,0.961
GOOG_L,4/21/2015,0.006,0.012,0.029,0,0.98
GOOG_L,4/22/2015,0.015,0.024,0.029,0,0.99
GOOG_L,4/23/2015,0.025,0.019,0.029,0,0.995
GOOG_L,4/24/2015,0.074,0.031,0.029,0.001,0.998
GOOG_L,4/27/2015,0.039,0.019,0.029,0.001,0.999
GOOG_L,4/28/2015,0.039,0.017,0.029,0.001,0.999
GOOG_L,4/29/2015,0.022,0.019,0.029,0.001,1
GOOG_L,4/30/2015,-0.016,0.024,0.029,0.001,0.5
GOOG_L,5/1/2015,-0.04,0.021,0.029,0.001,0.25
GOOG_L,5/4/2015,-0.024,0.027,0.029,0.001,0.125
GOOG_L,5/5/2015,-0.039,0.006,0.029,0.001,0.062
GOOG_L,5/6/2015,-0.048,-0.001,0.029,0.001,0.531
GOOG_L,5/7/2015,-0.012,-0.003,0.029,0.001,0.766
GOOG_L,5/8/2015,-0.004,0.002,0.029,0.001,0.383
GOOG_L,5/11/2015,-0.013,-0.001,0.029,0.001,0.691
GOOG_L,5/12/2015,-0.008,0.006,0.029,0,0.346
GOOG_L,5/13/2015,0.008,0.006,0.029,0,0.673
GOOG_L,5/14/2015,0.013,0.007,0.029,0,0.836
GOOG_L,5/15/2015,-0.004,0.006,0.029,0,0.418
GOOG_L,5/18/2015,0.002,0.008,0.029,0,0.709
GOOG_L,5/19/2015,0.019,0.011,0.029,0,0.855
GOOG_L,5/20/2015,0.024,0.004,0.029,0,0.927
GOOG_L,5/21/2015,0.014,-0.02,0.029,0,0.464
GOOG_L,5/22/2015,0.015,-0.022,0.029,0,0.232
GOOG_L,5/26/2015,0.001,-0.004,0.028,0,0.116
GOOG_L,5/27/2015,0.009,0.003,0.028,0,0.558
GOOG_L,5/28/2015,0.003,0.016,0.028,-0.001,0.779
GOOG_L,5/29/2015,-0.021,0.017,0.028,-0.001,0.389
GOOG_L,6/1/2015,-0.01,-0.011,0.028,-0.001,0.695
GOOG_L,6/2/2015,0.012,-0.027,0.028,0,0.347
GOOG_L,6/3/2015,0.002,-0.016,0.028,0,0.174
GOOG_L,6/4/2015,-0.005,-0.006,0.028,0,0.587
GOOG_L,6/5/2015,0.008,0.004,0.028,0,0.793
GOOG_L,6/8/2015,-0.01,-0.009,0.028,0,0.897
GOOG_L,6/9/2015,-0.022,-0.005,0.028,-0.001,0.948
GOOG_L,6/10/2015,-0.005,-0.032,0.028,-0.001,0.974
GOOG_L,6/11/2015,-0.003,-0.029,0.028,-0.001,0.987
GOOG_L,6/12/2015,-0.004,-0.002,0.028,-0.001,0.994
GOOG_L,6/15/2015,-0.001,0,0.028,0,0.997
GOOG_L,6/16/2015,0.005,0.012,0.028,0,0.998
GOOG_L,6/17/2015,-0.011,0.004,0.028,0,0.499
GOOG_L,6/18/2015,0.011,0,0.028,0,0.25
GOOG_L,6/19/2015,0.018,0.005,0.028,0,0.625
GOOG_L,6/22/2015,0.03,0.021,0.028,-0.001,0.812
GOOG_L,6/23/2015,0.033,0.018,0.028,-0.001,0.906
GOOG_L,6/24/2015,0.022,0.017,0.028,-0.001,0.953
GOOG_L,6/25/2015,0.003,0.013,0.028,-0.001,0.977
GOOG_L,6/26/2015,-0.008,-0.004,0.028,-0.001,0.988
GOOG_L,6/29/2015,-0.033,-0.013,0.028,-0.001,0.994
GOOG_L,6/30/2015,-0.042,-0.016,0.028,-0.001,0.997
GOOG_L,7/1/2015,-0.028,0,0.028,-0.001,0.999
GOOG_L,7/2/2015,-0.019,0.005,0.028,-0.002,0.499
GOOG_L,7/6/2015,-0.014,0.008,0.028,-0.002,0.25
GOOG_L,7/7/2015,0.016,0.017,0.028,-0.001,0.625
GOOG_L,7/8/2015,0.003,0.005,0.028,-0.001,0.812
GOOG_L,7/9/2015,0.002,0.009,0.028,-0.001,0.906
GOOG_L,7/10/2015,0.016,0.011,0.028,-0.001,0.953
GOOG_L,7/13/2015,0.047,0.006,0.028,-0.001,0.977
GOOG_L,7/14/2015,0.06,0.001,0.028,-0.001,0.988
GOOG_L,7/15/2015,0.075,-0.002,0.028,-0.001,0.494
GOOG_L,7/16/2015,0.1,0.003,0.029,0,0.747
GOOG_L,7/17/2015,0.23,0.101,0.033,0,0.874
GOOG_L,7/20/2015,0.192,0.004,0.035,0.001,0.937
GOOG_L,7/21/2015,0.174,0.002,0.036,0.002,0.968
GOOG_L,7/22/2015,0.174,0.003,0.038,0.002,0.984
GOOG_L,7/23/2015,0.114,0.001,0.039,0.003,0.992
GOOG_L,7/24/2015,-0.066,-0.002,0.039,0.003,0.996
GOOG_L,7/27/2015,-0.051,-0.003,0.039,0.002,0.998
GOOG_L,7/28/2015,-0.053,-0.003,0.039,0.002,0.999
GOOG_L,7/29/2015,-0.05,-0.01,0.039,0.002,1
GOOG_L,7/30/2015,-0.015,-0.011,0.039,0.002,1
GOOG_L,7/31/2015,0.004,-0.003,0.039,0.002,0.5
GOOG_L,8/3/2015,0.01,0.011,0.039,0.003,0.75
GOOG_L,8/4/2015,0.002,0.01,0.039,0.003,0.875
GOOG_L,8/5/2015,0.018,0.004,0.039,0.003,0.937
GOOG_L,8/6/2015,0.008,0.013,0.039,0.003,0.969
GOOG_L,8/7/2015,0.01,-0.001,0.039,0.003,0.484
GOOG_L,8/10/2015,-0.002,0.004,0.039,0.003,0.242
GOOG_L,8/11/2015,0.043,0.035,0.039,0.003,0.621
GOOG_L,8/12/2015,0.027,0.005,0.039,0.003,0.811
GOOG_L,8/13/2015,0.024,0.007,0.039,0.003,0.905
GOOG_L,8/14/2015,0.037,0.01,0.039,0.003,0.953
GOOG_L,8/17/2015,0.046,0.006,0.039,0.003,0.976
GOOG_L,8/18/2015,-0.002,0,0.039,0.003,0.488
GOOG_L,8/19/2015,0.004,0.005,0.039,0.003,0.744
GOOG_L,8/20/2015,-0.01,0.019,0.039,0.003,0.372
GOOG_L,8/21/2015,-0.068,-0.005,0.039,0.003,0.686
GOOG_L,8/24/2015,-0.116,-0.007,0.04,0.002,0.843
GOOG_L,8/25/2015,-0.117,-0.004,0.041,0.002,0.922
GOOG_L,8/26/2015,-0.051,-0.004,0.041,0.002,0.961
GOOG_L,8/27/2015,-0.017,-0.002,0.041,0.002,0.98
GOOG_L,8/28/2015,0.024,0.008,0.041,0.002,0.99
GOOG_L,8/31/2015,0.047,0.029,0.041,0.002,0.995
GOOG_L,9/1/2015,0.028,-0.007,0.041,0.002,0.498
GOOG_L,9/2/2015,-0.023,-0.006,0.041,0.002,0.749
GOOG_L,9/3/2015,-0.047,-0.004,0.041,0.002,0.874
GOOG_L,9/4/2015,-0.048,-0.001,0.041,0.001,0.937
GOOG_L,9/8/2015,-0.006,0.005,0.041,0.001,0.469
GOOG_L,9/9/2015,0.022,0.015,0.041,0.001,0.734
GOOG_L,9/10/2015,0.01,0.017,0.041,0.002,0.867
GOOG_L,9/11/2015,0.028,0.009,0.041,0.002,0.934
GOOG_L,9/14/2015,0.037,0.018,0.041,0.002,0.967
GOOG_L,9/15/2015,0.032,0.029,0.041,0.002,0.983
GOOG_L,9/16/2015,0.034,0.018,0.041,0.002,0.992
GOOG_L,9/17/2015,0.031,0.026,0.041,0.002,0.996
GOOG_L,9/18/2015,0.009,0.021,0.041,0.002,0.998
GOOG_L,9/21/2015,0.022,0.009,0.041,0.002,0.999
GOOG_L,9/22/2015,-0.018,0.001,0.041,0.002,0.499
GOOG_L,9/23/2015,-0.019,-0.002,0.041,0.002,0.75
