symbol,date,act_log_ret,model_h2,mean_log_ret,vol_log_ret,accuracy_model_h2
TSM,1/20/2015,0.105,0.03,0.031,0.005,0.889
TSM,1/21/2015,0.098,0.013,0.032,0.005,0.944
TSM,1/22/2015,0.119,0.005,0.032,0.006,0.972
TSM,1/23/2015,0.047,-0.02,0.032,0.006,0.486
TSM,1/26/2015,0.067,-0.025,0.032,0.006,0.243
TSM,1/27/2015,0.047,-0.012,0.032,0.007,0.122
TSM,1/28/2015,0.031,-0.033,0.032,0.007,0.061
TSM,1/29/2015,-0.018,-0.046,0.032,0.007,0.53
TSM,1/30/2015,-0.055,-0.05,0.032,0.007,0.765
TSM,2/2/2015,-0.052,-0.045,0.032,0.007,0.883
TSM,2/3/2015,-0.044,-0.038,0.033,0.007,0.941
TSM,2/4/2015,-0.015,-0.025,0.033,0.007,0.971
TSM,2/5/2015,0.016,-0.02,0.033,0.007,0.485
TSM,2/6/2015,0.017,-0.003,0.033,0.007,0.243
TSM,2/9/2015,-0.012,0.012,0.032,0.007,0.121
TSM,2/10/2015,0.03,-0.002,0.032,0.006,0.061
TSM,2/11/2015,0.03,0.001,0.032,0.006,0.53
TSM,2/12/2015,0.034,0.003,0.032,0.006,0.765
TSM,2/13/2015,0.073,0.033,0.033,0.007,0.883
TSM,2/17/2015,0.089,0.047,0.033,0.007,0.941
TSM,2/18/2015,0.035,0.025,0.033,0.007,0.971
TSM,2/19/2015,0.009,0.012,0.033,0.007,0.985
TSM,2/20/2015,-0.001,-0.003,0.033,0.007,0.993
TSM,2/23/2015,-0.025,-0.046,0.033,0.007,0.996
TSM,2/24/2015,0.011,-0.045,0.033,0.007,0.498
TSM,2/25/2015,0.013,-0.05,0.033,0.007,0.249
TSM,2/26/2015,0.006,-0.03,0.033,0.007,0.125
TSM,2/27/2015,0.004,-0.008,0.033,0.007,0.062
TSM,3/2/2015,0.017,-0.001,0.033,0.007,0.031
TSM,3/3/2015,-0.022,-0.024,0.033,0.007,0.516
TSM,3/4/2015,-0.029,-0.022,0.033,0.006,0.758
TSM,3/5/2015,-0.009,-0.021,0.033,0.006,0.879
TSM,3/6/2015,-0.018,-0.009,0.033,0.006,0.939
TSM,3/9/2015,-0.049,-0.016,0.033,0.005,0.97
TSM,3/10/2015,-0.061,-0.004,0.033,0.005,0.985
TSM,3/11/2015,-0.035,-0.004,0.033,0.005,0.992
TSM,3/12/2015,-0.039,-0.007,0.033,0.005,0.996
TSM,3/13/2015,-0.009,-0.002,0.033,0.004,0.998
TSM,3/16/2015,0.035,0.018,0.033,0.005,0.999
TSM,3/17/2015,0.053,0.033,0.033,0.005,1
TSM,3/18/2015,0.051,0.034,0.034,0.005,1
TSM,3/19/2015,0.047,0.022,0.034,0.005,1
TSM,3/20/2015,0.037,0.029,0.034,0.006,1
TSM,3/23/2015,0.021,0.015,0.034,0.006,1
TSM,3/24/2015,0.008,0.023,0.034,0.006,1
TSM,3/25/2015,-0.064,0.006,0.034,0.005,0.5
TSM,3/26/2015,-0.061,0.018,0.034,0.005,0.25
TSM,3/27/2015,-0.077,0.011,0.034,0.004,0.125
TSM,3/30/2015,-0.065,0.008,0.034,0.004,0.062
TSM,3/31/2015,-0.043,0.011,0.034,0.003,0.031
TSM,4/1/2015,0.002,0.011,0.034,0.003,0.516
TSM,4/2/2015,0.021,-0.006,0.034,0.003,0.258
TSM,4/6/2015,0.026,0.019,0.034,0.004,0.629
TSM,4/7/2015,0.006,0,0.034,0.004,0.814
TSM,4/8/2015,-0.012,0.001,0.034,0.004,0.407
TSM,4/9/2015,0.009,0.018,0.034,0.004,0.704
TSM,4/10/2015,-0.008,-0.009,0.034,0.004,0.852
TSM,4/13/2015,-0.009,-0.005,0.034,0.003,0.926
TSM,4/14/2015,-0.009,0.011,0.034,0.003,0.463
TSM,4/15/2015,0.013,0.009,0.034,0.003,0.731
TSM,4/16/2015,-0.009,-0.021,0.034,0.003,0.866
TSM,4/17/2015,-0.012,-0.032,0.034,0.003,0.933
TSM,4/20/2015,-0.003,-0.037,0.034,0.003,0.966
TSM,4/21/2015,0.006,-0.004,0.034,0.003,0.483
TSM,4/22/2015,0.014,0.001,0.034,0.003,0.742
TSM,4/23/2015,0.045,0.018,0.034,0.003,0.871
TSM,4/24/2015,0.07,0.047,0.034,0.004,0.935
TSM,4/27/2015,0.088,0.026,0.035,0.004,0.968
TSM,4/28/2015,0.07,0.028,0.035,0.004,0.984
TSM,4/29/2015,0.039,-0.015,0.035,0.005,0.492
TSM,4/30/2015,0.006,-0.016,0.035,0.005,0.246
TSM,5/1/2015,-0.007,0.006,0.035,0.005,0.123
TSM,5/4/2015,-0.044,-0.015,0.035,0.005,0.561
TSM,5/5/2015,-0.029,-0.003,0.035,0.005,0.781
TSM,5/6/2015,-0.014,0.002,0.035,0.004,0.39
TSM,5/7/2015,-0.003,0.015,0.035,0.004,0.195
TSM,5/8/2015,-0.008,-0.007,0.035,0.004,0.598
TSM,5/11/2015,0.002,0.006,0.035,0.004,0.799
TSM,5/12/2015,0.004,0.021,0.035,0.004,0.899
TSM,5/13/2015,0,0.014,0.035,0.004,0.7
TSM,5/14/2015,0.002,0.015,0.035,0.004,0.85
TSM,5/15/2015,0,0.001,0.035,0.004,0.675
TSM,5/18/2015,0.002,0.01,0.035,0.004,0.837
TSM,5/19/2015,0.009,0.009,0.035,0.004,0.919
TSM,5/20/2015,0.006,-0.001,0.035,0.004,0.459
TSM,5/21/2015,-0.007,-0.014,0.035,0.004,0.73
TSM,5/22/2015,-0.015,-0.014,0.035,0.004,0.865
TSM,5/26/2015,-0.006,-0.017,0.035,0.004,0.932
TSM,5/27/2015,0,-0.02,0.035,0.004,0.716
TSM,5/28/2015,-0.005,-0.019,0.035,0.004,0.858
TSM,5/29/2015,0.002,-0.005,0.035,0.004,0.429
TSM,6/1/2015,-0.003,-0.046,0.035,0.003,0.715
TSM,6/2/2015,-0.025,-0.037,0.035,0.003,0.857
TSM,6/3/2015,-0.039,-0.049,0.035,0.003,0.929
TSM,6/4/2015,-0.062,-0.039,0.035,0.003,0.964
TSM,6/5/2015,-0.06,-0.016,0.035,0.002,0.982
TSM,6/8/2015,-0.064,-0.004,0.035,0.002,0.991
TSM,6/9/2015,-0.036,0.005,0.035,0.002,0.496
TSM,6/10/2015,-0.014,0.009,0.035,0.002,0.248
TSM,6/11/2015,0.023,0.026,0.036,0.002,0.624
TSM,6/12/2015,0.035,0.021,0.036,0.002,0.812
TSM,6/15/2015,0.027,0.03,0.036,0.002,0.906
TSM,6/16/2015,0.032,0.026,0.036,0.002,0.953
TSM,6/17/2015,0.011,0.011,0.036,0.002,0.976
TSM,6/18/2015,0.011,0,0.036,0.002,0.988
TSM,6/19/2015,-0.011,0.003,0.036,0.002,0.494
TSM,6/22/2015,0.025,0.011,0.036,0.003,0.747
TSM,6/23/2015,0.015,0.001,0.036,0.003,0.874
TSM,6/24/2015,0.013,-0.001,0.036,0.003,0.437
TSM,6/25/2015,0.013,-0.017,0.036,0.003,0.218
TSM,6/26/2015,0.01,-0.003,0.036,0.003,0.109
TSM,6/29/2015,-0.038,-0.024,0.035,0.002,0.555
TSM,6/30/2015,-0.027,-0.025,0.035,0.002,0.777
TSM,7/1/2015,-0.016,-0.01,0.035,0.002,0.889
TSM,7/2/2015,-0.014,-0.023,0.035,0.001,0.944
TSM,7/6/2015,-0.004,-0.015,0.035,0.001,0.972
TSM,7/7/2015,0.026,0,0.035,0.001,0.486
TSM,7/8/2015,-0.021,-0.014,0.035,0.001,0.743
TSM,7/9/2015,-0.031,-0.026,0.035,0.001,0.872
TSM,7/10/2015,-0.025,-0.033,0.035,0.001,0.936
TSM,7/13/2015,-0.003,-0.015,0.035,0.001,0.968
TSM,7/14/2015,-0.007,-0.014,0.035,0.001,0.984
TSM,7/15/2015,0.015,0.008,0.034,0.001,0.992
TSM,7/16/2015,0.023,0.007,0.033,0.002,0.996
TSM,7/17/2015,0.02,0.006,0.033,0.002,0.998
TSM,7/20/2015,0.002,-0.006,0.032,0.003,0.499
TSM,7/21/2015,0.004,-0.004,0.032,0.003,0.249
TSM,7/22/2015,-0.015,0.002,0.032,0.002,0.125
TSM,7/23/2015,-0.019,0.004,0.032,0.002,0.062
TSM,7/24/2015,-0.062,0.006,0.032,0.002,0.031
TSM,7/27/2015,-0.057,0.008,0.033,0.002,0.016
TSM,7/28/2015,-0.045,0.005,0.033,0.002,0.008
TSM,7/29/2015,-0.005,0.014,0.033,0.002,0.004
TSM,7/30/2015,0.017,0.01,0.033,0.002,0.502
TSM,7/31/2015,0.021,0.025,0.033,0.002,0.751
TSM,8/3/2015,0.004,0.001,0.033,0.002,0.875
TSM,8/4/2015,-0.02,-0.012,0.033,0.002,0.938
TSM,8/5/2015,-0.023,-0.014,0.033,0.002,0.969
TSM,8/6/2015,-0.065,-0.029,0.033,0.002,0.984
TSM,8/7/2015,-0.05,-0.013,0.033,0.002,0.992
TSM,8/10/2015,-0.005,-0.007,0.033,0.002,0.996
TSM,8/11/2015,-0.029,-0.003,0.033,0.002,0.998
TSM,8/12/2015,-0.041,0.005,0.033,0.001,0.499
TSM,8/13/2015,-0.035,0.008,0.033,0.001,0.25
TSM,8/14/2015,-0.031,0.005,0.033,0.001,0.125
TSM,8/17/2015,-0.064,-0.013,0.033,0.001,0.562
TSM,8/18/2015,-0.039,0.004,0.033,0,0.281
TSM,8/19/2015,-0.041,-0.002,0.034,0,0.641
TSM,8/20/2015,-0.046,-0.013,0.034,0,0.82
TSM,8/21/2015,-0.076,-0.009,0.034,0,0.91
TSM,8/24/2015,-0.078,-0.017,0.034,-0.001,0.955
TSM,8/25/2015,-0.066,-0.021,0.035,-0.001,0.978
TSM,8/26/2015,-0.023,-0.012,0.035,-0.001,0.989
TSM,8/27/2015,0.017,-0.011,0.035,-0.001,0.494
TSM,8/28/2015,0.058,0.015,0.035,-0.001,0.747
TSM,8/31/2015,0.058,0.02,0.035,-0.001,0.874
TSM,9/1/2015,0.034,-0.005,0.035,-0.001,0.437
TSM,9/2/2015,0.025,-0.026,0.035,-0.001,0.218
TSM,9/3/2015,0.006,-0.007,0.035,-0.001,0.109
TSM,9/4/2015,-0.017,-0.011,0.035,-0.001,0.555
TSM,9/8/2015,0.009,-0.002,0.035,-0.001,0.277
TSM,9/9/2015,0.024,0,0.035,-0.001,0.139
TSM,9/10/2015,-0.012,-0.008,0.035,0,0.569
TSM,9/11/2015,-0.009,-0.017,0.035,0,0.785
TSM,9/14/2015,0.019,0,0.035,0,0.892
TSM,9/15/2015,0.017,-0.02,0.035,0,0.446
TSM,9/16/2015,0.039,0,0.035,0,0.723
TSM,9/17/2015,0.048,0.006,0.035,0,0.862
TSM,9/18/2015,0.035,0.003,0.035,0,0.931
TSM,9/21/2015,0.024,0.006,0.035,0.001,0.965
TSM,9/22/2015,-0.022,0.004,0.035,0,0.483
TSM,9/23/2015,-0.032,-0.006,0.035,0,0.741
TSM,9/24/2015,-0.033,-0.019,0.035,0,0.871
TSM,9/25/2015,-0.028,-0.013,0.035,0,0.935
TSM,9/28/2015,-0.045,-0.024,0.035,0,0.968
TSM,9/29/2015,-0.003,-0.005,0.035,0,0.984
TSM,9/30/2015,0.036,-0.007,0.035,0,0.492
TSM,10/1/2015,0.043,0.001,0.035,0,0.746
TSM,10/2/2015,0.035,0.021,0.035,0,0.873
TSM,10/5/2015,0.086,0.033,0.036,0.001,0.936
TSM,10/6/2015,0.065,0.035,0.036,0.001,0.968
TSM,10/7/2015,0.055,-0.001,0.036,0.001,0.484
TSM,10/8/2015,0.065,0.007,0.036,0.002,0.742
TSM,10/9/2015,0.056,0.014,0.036,0.002,0.871
TSM,10/12/2015,0.032,0.014,0.036,0.002,0.936
TSM,10/13/2015,0.033,0.021,0.036,0.003,0.968
TSM,10/14/2015,0.019,0.014,0.036,0.003,0.984
TSM,10/15/2015,-0.014,-0.015,0.036,0.002,0.992
TSM,10/16/2015,0.01,0.015,0.036,0.002,0.996
TSM,10/19/2015,0.006,0.002,0.036,0.002,0.998
TSM,10/20/2015,0.017,0.003,0.035,0.002,0.999
TSM,10/21/2015,-0.005,-0.01,0.035,0.002,0.999
TSM,10/22/2015,0.025,0.006,0.035,0.002,1
TSM,10/23/2015,0.014,0,0.035,0.001,1
TSM,10/26/2015,-0.003,-0.004,0.035,0.001,1
TSM,10/27/2015,-0.005,-0.012,0.035,0.001,1
TSM,10/28/2015,-0.006,-0.01,0.035,0.001,1
TSM,10/29/2015,-0.031,-0.014,0.035,0.001,1
TSM,10/30/2015,-0.023,-0.003,0.035,0.001,1
TSM,11/2/2015,-0.003,-0.001,0.035,0.001,1
TSM,11/3/2015,0.025,-0.009,0.035,0.001,0.5
TSM,11/4/2015,0.064,0.011,0.035,0.001,0.75
TSM,11/5/2015,0.052,0.017,0.036,0.001,0.875
TSM,11/6/2015,0.038,0.015,0.036,0.001,0.937
TSM,11/9/2015,0.038,0.017,0.036,0.001,0.969
TSM,11/10/2015,-0.011,0.002,0.036,0.001,0.484
TSM,11/11/2015,-0.042,-0.017,0.036,0.001,0.742
TSM,11/12/2015,-0.033,-0.008,0.036,0.001,0.871
TSM,11/13/2015,-0.042,-0.007,0.036,0.001,0.936
TSM,11/16/2015,-0.027,-0.024,0.036,0.001,0.968
TSM,11/17/2015,0,-0.012,0.036,0.001,0.734
TSM,11/18/2015,-0.003,-0.002,0.036,0,0.867
TSM,11/19/2015,0.019,0.01,0.036,0,0.933
TSM,11/20/2015,0.042,0.026,0.036,0,0.967
TSM,11/23/2015,0.01,0.014,0.036,0,0.983
TSM,11/24/2015,-0.001,0.003,0.036,0,0.492
TSM,11/25/2015,0.002,0.02,0.036,0,0.746
TSM,11/27/2015,-0.01,0.012,0.036,0,0.373
TSM,11/30/2015,-0.003,0.012,0.036,0,0.186
TSM,12/1/2015,0.031,0.006,0.036,0,0.593
TSM,12/2/2015,0.03,0.017,0.036,0,0.797
TSM,12/3/2015,0.016,0.004,0.036,0.001,0.898
TSM,12/4/2015,0.038,0.011,0.036,0.001,0.949
TSM,12/7/2015,0.021,0.001,0.036,0.001,0.975
TSM,12/8/2015,-0.009,-0.012,0.036,0.001,0.987
TSM,12/9/2015,-0.02,-0.013,0.036,0.001,0.994
TSM,12/10/2015,-0.012,0.004,0.036,0.001,0.497
TSM,12/11/2015,-0.05,-0.005,0.036,0.001,0.748
TSM,12/14/2015,-0.045,0.001,0.036,0.001,0.374
TSM,12/15/2015,-0.011,0.009,0.036,0.001,0.187
TSM,12/16/2015,0.019,0.013,0.036,0.001,0.594
TSM,12/17/2015,0.014,0.011,0.036,0.001,0.797
TSM,12/18/2015,0.033,0.033,0.036,0.001,0.898
TSM,12/21/2015,0.032,0.027,0.036,0.001,0.949
TSM,12/22/2015,0.01,0.007,0.036,0.001,0.975
TSM,12/23/2015,-0.003,-0.009,0.036,0.001,0.987
TSM,12/24/2015,0.008,-0.004,0.036,0.001,0.494
TSM,12/28/2015,0.003,0.006,0.036,0.001,0.747
TSM,12/29/2015,0.006,0.006,0.036,0.001,0.873
TSM,12/30/2015,-0.008,0.003,0.036,0.001,0.437
TSM,12/31/2015,-0.014,-0.001,0.036,0.001,0.718
TSM,1/4/2016,-0.047,-0.002,0.036,0.001,0.859
TSM,1/5/2016,-0.047,-0.006,0.036,0.001,0.93
TSM,1/6/2016,-0.078,-0.009,0.036,0.001,0.965
TSM,1/7/2016,-0.081,-0.007,0.036,0.001,0.982
TSM,1/8/2016,-0.089,-0.008,0.037,0.001,0.991
TSM,1/11/2016,-0.054,-0.004,0.037,0,0.996
TSM,1/12/2016,-0.056,-0.009,0.037,0,0.998
TSM,1/13/2016,-0.041,0.004,0.037,0,0.499
TSM,1/14/2016,0.034,0.005,0.037,0,0.749
TSM,1/15/2016,0.014,0.011,0.036,0,0.875
TSM,1/19/2016,0.034,0.016,0.036,-0.001,0.937
TSM,1/20/2016,0.016,0.018,0.035,-0.001,0.969
TSM,1/21/2016,0.041,0.018,0.035,-0.001,0.984
TSM,1/22/2016,0.005,0.003,0.034,-0.001,0.992
TSM,1/25/2016,0.032,0.018,0.034,-0.001,0.996
TSM,1/26/2016,-0.003,0.017,0.034,-0.002,0.498
TSM,1/27/2016,0.028,0.026,0.034,-0.001,0.749
TSM,1/28/2016,0.014,0.043,0.034,-0.001,0.875
TSM,1/29/2016,0.019,0.037,0.034,-0.001,0.937
TSM,2/1/2016,0.03,-0.013,0.034,-0.001,0.469
TSM,2/2/2016,0.044,0.001,0.034,0,0.734
TSM,2/3/2016,0.056,0.009,0.034,0,0.867
TSM,2/4/2016,0.071,0.005,0.035,0,0.934
TSM,2/5/2016,0.018,-0.007,0.035,0,0.467
TSM,2/8/2016,0.015,-0.013,0.035,0,0.233
TSM,2/9/2016,0,-0.023,0.034,0,0.367
TSM,2/10/2016,-0.027,-0.023,0.034,0,0.683
TSM,2/11/2016,-0.054,-0.033,0.034,-0.001,0.842
TSM,2/12/2016,-0.023,-0.017,0.034,-0.001,0.921
TSM,2/16/2016,0.023,-0.017,0.034,-0.001,0.46
TSM,2/17/2016,0.047,0.002,0.034,-0.001,0.73
TSM,2/18/2016,0.065,0,0.034,-0.001,0.365
TSM,2/19/2016,0.078,0.017,0.035,0,0.683
TSM,2/22/2016,0.074,0.031,0.035,0,0.841
TSM,2/23/2016,0.003,0.015,0.035,0,0.921
TSM,2/24/2016,-0.009,0.015,0.035,0,0.46
TSM,2/25/2016,-0.005,0.006,0.035,0,0.23
TSM,2/26/2016,0,0.002,0.035,0,0.365
TSM,2/29/2016,-0.017,-0.01,0.035,0,0.683
TSM,3/1/2016,0.049,0.011,0.035,0,0.841
TSM,3/2/2016,0.05,0.024,0.035,0,0.921
TSM,3/3/2016,0.036,0.014,0.035,0,0.96
TSM,3/4/2016,0.036,0.009,0.035,0.001,0.98
TSM,3/7/2016,0.048,0.01,0.035,0.001,0.99
TSM,3/8/2016,0.003,0.008,0.035,0.001,0.995
TSM,3/9/2016,0.005,0.013,0.035,0.001,0.998
TSM,3/10/2016,0.007,0.005,0.035,0.002,0.999
TSM,3/11/2016,0.028,-0.008,0.035,0.002,0.499
TSM,3/14/2016,0.021,0.003,0.035,0.001,0.75
TSM,3/15/2016,0.009,0.009,0.034,0.001,0.875
TSM,3/16/2016,0.041,0.014,0.034,0.001,0.937
TSM,3/17/2016,0.041,0.016,0.034,0.001,0.969
TSM,3/18/2016,0.027,-0.009,0.034,0.001,0.484
TSM,3/21/2016,0.028,-0.015,0.035,0.001,0.242
TSM,3/22/2016,0.037,0.004,0.034,0.002,0.621
TSM,3/23/2016,-0.004,-0.013,0.034,0.002,0.811
TSM,3/24/2016,-0.002,-0.015,0.034,0.002,0.905
TSM,3/28/2016,-0.016,-0.017,0.033,0.002,0.953
TSM,3/29/2016,0.002,-0.014,0.033,0.003,0.476
TSM,3/30/2016,0.025,-0.007,0.033,0.003,0.238
TSM,3/31/2016,0.02,0.002,0.033,0.003,0.619
TSM,4/1/2016,0.015,0.011,0.033,0.003,0.81
TSM,4/4/2016,0.009,0.018,0.033,0.003,0.905
TSM,4/5/2016,-0.018,0.01,0.033,0.003,0.452
TSM,4/6/2016,-0.032,-0.012,0.033,0.002,0.726
TSM,4/7/2016,-0.032,-0.02,0.034,0.002,0.863
TSM,4/8/2016,-0.033,-0.022,0.034,0.002,0.932
TSM,4/11/2016,-0.013,-0.029,0.034,0.002,0.966
TSM,4/12/2016,0.002,-0.017,0.034,0.002,0.483
TSM,4/13/2016,0.021,-0.007,0.034,0.002,0.241
TSM,4/14/2016,-0.003,-0.007,0.034,0.002,0.621
TSM,4/15/2016,0.007,0.005,0.034,0.002,0.81
TSM,4/18/2016,0,0,0.034,0.002,0.655
TSM,4/19/2016,-0.016,0.006,0.034,0.002,0.328
TSM,4/20/2016,-0.041,-0.005,0.034,0.002,0.664
TSM,4/21/2016,-0.006,0.004,0.033,0.002,0.332
TSM,4/22/2016,-0.015,-0.003,0.033,0.001,0.666
TSM,4/25/2016,-0.019,-0.002,0.033,0.001,0.833
TSM,4/26/2016,-0.006,0.005,0.033,0.001,0.416
TSM,4/27/2016,0.005,0.003,0.033,0.001,0.708
TSM,4/28/2016,-0.041,-0.011,0.033,0.001,0.854
TSM,4/29/2016,-0.061,-0.02,0.033,0,0.927
TOT,1/2/2015,-0.036,-0.004,0.031,-0.002,0.515
TOT,1/5/2015,-0.101,-0.026,0.032,-0.002,0.758
TOT,1/6/2015,-0.101,-0.02,0.033,-0.003,0.879
TOT,1/7/2015,-0.064,-0.02,0.033,-0.003,0.939
TOT,1/8/2015,-0.031,-0.043,0.033,-0.003,0.97
TOT,1/9/2015,-0.051,-0.052,0.033,-0.003,0.985
TOT,1/12/2015,0.008,-0.007,0.033,-0.003,0.492
TOT,1/13/2015,0.018,0.001,0.033,-0.003,0.746
TOT,1/14/2015,0.007,0.005,0.033,-0.003,0.873
TOT,1/15/2015,-0.014,0.005,0.033,-0.003,0.437
TOT,1/16/2015,0.046,0.034,0.033,-0.003,0.718
TOT,1/20/2015,0.037,0.023,0.033,-0.003,0.859
TOT,1/21/2015,0.062,0.011,0.033,-0.003,0.93
TOT,1/22/2015,0.065,0.017,0.034,-0.002,0.965
TOT,1/23/2015,0.045,-0.002,0.034,-0.002,0.482
TOT,1/26/2015,0.035,-0.03,0.034,-0.002,0.241
TOT,1/27/2015,0.055,-0.012,0.034,-0.001,0.121
TOT,1/28/2015,-0.021,-0.046,0.034,-0.001,0.56
TOT,1/29/2015,-0.005,-0.047,0.034,-0.001,0.78
TOT,1/30/2015,0.006,-0.028,0.034,-0.001,0.39
TOT,2/2/2015,0.02,-0.044,0.034,-0.001,0.195
TOT,2/3/2015,0.043,-0.034,0.034,-0.001,0.098
TOT,2/4/2015,0.067,-0.018,0.034,0,0.049
TOT,2/5/2015,0.059,0.015,0.034,0,0.524
TOT,2/6/2015,0.041,0.056,0.034,0,0.762
TOT,2/9/2015,0.004,0.051,0.034,0,0.881
TOT,2/10/2015,-0.028,0.024,0.034,-0.001,0.441
TOT,2/11/2015,-0.014,0.035,0.034,-0.001,0.22
TOT,2/12/2015,-0.006,-0.001,0.034,-0.001,0.61
TOT,2/13/2015,0.009,0.023,0.034,-0.001,0.805
TOT,2/17/2015,0.008,-0.021,0.034,-0.001,0.403
TOT,2/18/2015,-0.005,-0.036,0.034,-0.001,0.701
TOT,2/19/2015,-0.022,-0.017,0.034,-0.002,0.851
TOT,2/20/2015,-0.03,-0.003,0.034,-0.002,0.925
TOT,2/23/2015,-0.035,-0.009,0.034,-0.002,0.963
TOT,2/24/2015,-0.017,-0.012,0.034,-0.002,0.981
TOT,2/25/2015,0.004,-0.026,0.033,-0.003,0.491
TOT,2/26/2015,0.016,-0.022,0.033,-0.003,0.245
TOT,2/27/2015,0.014,-0.032,0.033,-0.003,0.123
TOT,3/2/2015,0.011,-0.014,0.033,-0.003,0.061
TOT,3/3/2015,-0.007,-0.002,0.033,-0.003,0.531
TOT,3/4/2015,-0.021,-0.006,0.033,-0.003,0.765
TOT,3/5/2015,-0.015,-0.011,0.033,-0.003,0.883
TOT,3/6/2015,-0.055,-0.015,0.033,-0.003,0.941
TOT,3/9/2015,-0.047,-0.054,0.034,-0.003,0.971
TOT,3/10/2015,-0.091,-0.071,0.034,-0.004,0.985
TOT,3/11/2015,-0.095,-0.072,0.034,-0.004,0.993
TOT,3/12/2015,-0.078,-0.059,0.035,-0.004,0.996
TOT,3/13/2015,-0.074,-0.041,0.035,-0.005,0.998
TOT,3/16/2015,-0.06,-0.042,0.035,-0.005,0.999
TOT,3/17/2015,-0.01,-0.006,0.035,-0.005,1
TOT,3/18/2015,0.039,0.029,0.035,-0.005,1
TOT,3/19/2015,0.023,0.024,0.035,-0.005,1
TOT,3/20/2015,0.083,0.057,0.036,-0.005,1
TOT,3/23/2015,0.087,0.065,0.036,-0.004,1
TOT,3/24/2015,0.073,0.077,0.036,-0.004,1
TOT,3/25/2015,0.032,0.06,0.036,-0.004,1
TOT,3/26/2015,0.039,0.071,0.037,-0.004,1
TOT,3/27/2015,0.003,0.049,0.036,-0.004,1
TOT,3/30/2015,-0.009,0.035,0.036,-0.004,0.5
TOT,3/31/2015,-0.028,0.033,0.036,-0.004,0.25
TOT,4/1/2015,-0.023,0.004,0.036,-0.004,0.125
TOT,4/2/2015,-0.014,-0.04,0.036,-0.004,0.562
TOT,4/6/2015,-0.002,-0.028,0.036,-0.004,0.781
TOT,4/7/2015,0.009,-0.03,0.036,-0.004,0.391
TOT,4/8/2015,0.022,0.006,0.036,-0.004,0.695
TOT,4/9/2015,0.03,0.028,0.037,-0.004,0.848
TOT,4/10/2015,0.028,0.02,0.037,-0.004,0.924
TOT,4/13/2015,0.007,-0.008,0.037,-0.004,0.462
TOT,4/14/2015,0.016,-0.005,0.037,-0.004,0.231
TOT,4/15/2015,0.05,-0.009,0.037,-0.004,0.115
TOT,4/16/2015,0.037,-0.023,0.037,-0.004,0.058
TOT,4/17/2015,0.027,-0.018,0.037,-0.004,0.029
TOT,4/20/2015,0.03,0.002,0.037,-0.004,0.514
TOT,4/21/2015,0.004,0.025,0.037,-0.004,0.757
TOT,4/22/2015,-0.026,0.002,0.037,-0.004,0.379
TOT,4/23/2015,-0.017,-0.014,0.037,-0.004,0.689
TOT,4/24/2015,-0.018,-0.024,0.037,-0.005,0.845
TOT,4/27/2015,0.011,-0.06,0.037,-0.005,0.422
TOT,4/28/2015,0.042,-0.035,0.037,-0.005,0.211
TOT,4/29/2015,0.04,-0.053,0.037,-0.005,0.106
TOT,4/30/2015,0.033,-0.024,0.037,-0.005,0.053
TOT,5/1/2015,0.046,0.036,0.037,-0.004,0.526
TOT,5/4/2015,0.01,0.03,0.037,-0.004,0.763
TOT,5/5/2015,-0.025,0.011,0.037,-0.005,0.382
TOT,5/6/2015,-0.004,0.01,0.037,-0.005,0.191
TOT,5/7/2015,-0.027,-0.001,0.037,-0.005,0.595
TOT,5/8/2015,-0.01,-0.015,0.037,-0.005,0.798
TOT,5/11/2015,-0.018,-0.03,0.037,-0.005,0.899
TOT,5/12/2015,-0.006,-0.014,0.037,-0.005,0.949
TOT,5/13/2015,-0.014,-0.87,0.037,-0.005,0.975
TOT,5/14/2015,0.015,1.747,0.037,-0.005,0.987
TOT,5/15/2015,-0.004,0.015,0.037,-0.005,0.494
TOT,5/18/2015,-0.001,0.035,0.037,-0.005,0.247
TOT,5/19/2015,-0.01,0.077,0.037,-0.005,0.123
TOT,5/20/2015,-0.007,-0.02,0.037,-0.005,0.562
TOT,5/21/2015,-0.002,-0.03,0.037,-0.005,0.781
TOT,5/22/2015,-0.02,0.002,0.037,-0.005,0.39
TOT,5/26/2015,-0.039,-0.031,0.037,-0.005,0.695
TOT,5/27/2015,-0.014,-0.019,0.037,-0.005,0.848
TOT,5/28/2015,-0.031,-0.002,0.037,-0.005,0.924
TOT,5/29/2015,-0.054,-0.007,0.037,-0.005,0.962
TOT,6/1/2015,-0.041,0.005,0.037,-0.006,0.481
TOT,6/2/2015,0.014,-0.057,0.037,-0.005,0.24
TOT,6/3/2015,0.003,-0.061,0.037,-0.005,0.12
TOT,6/4/2015,-0.006,-0.022,0.037,-0.006,0.56
TOT,6/5/2015,0.004,0.006,0.037,-0.006,0.78
TOT,6/8/2015,0.001,0.014,0.037,-0.006,0.89
TOT,6/9/2015,-0.026,0.022,0.037,-0.006,0.445
TOT,6/10/2015,-0.006,-0.002,0.037,-0.006,0.723
TOT,6/11/2015,0.017,0.007,0.037,-0.006,0.861
TOT,6/12/2015,-0.002,0.027,0.037,-0.006,0.431
TOT,6/15/2015,-0.001,0.033,0.037,-0.006,0.215
TOT,6/16/2015,0.001,0.034,0.037,-0.006,0.608
TOT,6/17/2015,-0.011,0.008,0.037,-0.006,0.304
